"chrom","start","end","nCpGs","Estimate","StdErr","Stat","pValue","FDR"
"chr10","131694675","131694856",4,0.0123453668191856,0.00946412731200844,1.3044379489191,0.192084303323747,0.591464921817316
"chr10","131697080","131697345",3,0.00482522427701051,0.0150070885015965,0.321529674226762,0.74780902831141,0.900167757504779
"chr10","131758331","131758786",5,0.00750549362610045,0.011966468157503,0.627210428951378,0.530521307925825,0.802048668978809
"chr10","131761181","131761206",3,0.000123769414178201,0.0102203580473525,0.0121100859289625,0.99033778557522,0.996243563033924
"chr10","131763676","131763929",4,0.00123414494116125,0.0087525133836382,0.141004633419737,0.887866281977298,0.95313624126244
"chr10","131764852","131764932",3,0.0168999170566321,0.0134528393275995,1.25623421532737,0.209031064960871,0.607454321647227
"chr10","131843517","131843798",4,-0.0185224828362593,0.0185416898902974,-0.998964115236975,0.317812075084561,0.685713274666677
"chr10","131927345","131927449",3,-0.0168660530388041,0.0123025204141708,-1.37094290202329,0.170392755992073,0.564994069590411
"chr10","133449580","133449715",3,0.000708005491585012,0.00972638163845205,0.0727922795858637,0.941971414657448,0.979138741332255
"chr10","133793442","133793646",4,0.0216814834490222,0.0120624739827007,1.79743255654822,0.0722669761152537,0.460858255890407
"chr10","133794454","133794593",3,0.00875136540403919,0.0124924540367588,0.700532127497808,0.48359504853806,0.776957812722561
"chr10","133796164","133796523",5,0.0040706359624894,0.00873729438819978,0.465892046396769,0.641292774537565,0.852142827812555
"chr10","133948362","133948645",4,0.0234317608718291,0.00826244862571137,2.83593422885721,0.00456918545745677,0.23780136348412
"chr10","133951761","133951963",3,0.00487810422515375,0.00918451443835209,0.531122712898581,0.595333745856428,0.833899663758077
"chr10","134019556","134019775",3,0.012660309131112,0.00906566934613239,1.39651123901989,0.162560598540073,0.560032709900026
"chr10","134468830","134469026",3,0.0209779544259562,0.0100450082832347,2.08839593103858,0.0367621342317499,0.383292043395786
"chr10","134527851","134528050",3,0.00908441941081664,0.00626514359651453,1.44999380634636,0.147060246396322,0.549594137028883
"chr10","134536030","134536236",4,-0.0192681017431619,0.0220267843175588,-0.874757816001415,0.381705694401662,0.725564742160735
"chr10","134549665","134549875",3,0.0164343532022968,0.0113515244631663,1.44776617939057,0.147682454376572,0.550655034858132
"chr10","134719935","134720057",3,0.00472473390428848,0.0131213725388422,0.360079244019802,0.718787874050524,0.886837397189197
"chr10","134756169","134756707",5,-0.0114608763365479,0.0120901899211101,-0.947948412004399,0.343155717436819,0.703131091907078
"chr10","134791450","134791660",3,-0.00903923967309038,0.012446061196356,-0.72627311809594,0.467671355549173,0.767261767649427
"chr10","134844716","134844771",3,0.00537851099055065,0.0105439734439632,0.510102858200012,0.609979402900982,0.839386565117189
"chr10","134853084","134853281",3,-0.00237340537434751,0.00688920588368873,-0.34451073380851,0.730462225131456,0.891572157021727
"chr10","134878094","134878340",3,0.00104546883541935,0.00522424445979397,0.200118666625448,0.841387774789517,0.936307852281359
"chr10","134918781","134918974",4,-0.0056947055326337,0.0102528629957285,-0.555425887872122,0.578603389464907,0.826190245552343
"chr10","134977981","134978147",5,0.016951753715861,0.00604959208840643,2.80213169220908,0.00507661458563025,0.23780136348412
"chr10","134996319","134996505",3,0.00823602051880989,0.00755328276485509,1.09038953991389,0.275541587562927,0.652928868674668
"chr10","134996789","134996984",3,0.01448799507272,0.0146038240410865,0.992068586416777,0.321164069215599,0.68728548845263
"chr10","134999606","134999791",3,-0.00838898511230984,0.0168238478109178,-0.498636531107102,0.618035464724426,0.843403703166791
"chr10","135033364","135033590",3,-0.00233913013893985,0.00723716163393424,-0.323210984810942,0.746535462328882,0.899109283964554
"chr10","135050326","135050345",3,0.0113632964313562,0.0084681470347241,1.34188700134284,0.179632637045219,0.575419600255359
"chr10","135050957","135051044",3,0.0183669666471414,0.0093135108362042,1.97207765902241,0.0486007419008476,0.409936828328159
"chr10","135051233","135051351",7,0.0238304526186205,0.0107008163018582,2.22697520884294,0.0259489307080842,0.340327530895303
"chr10","135082110","135082349",4,0.011113633117643,0.00587648764417009,1.89120334978812,0.0585972043692846,0.430115585727587
"chr10","135090098","135090381",4,-0.00406691591702126,0.0124118202636668,-0.327664744624635,0.743165162710655,0.897473916534213
"chr10","135122230","135122237",3,0.00696229182691886,0.0219562517197981,0.317098378893193,0.751168954918094,0.902435787686473
"chr10","135123239","135123421",3,0.00954159326578488,0.00787063011235618,1.21230360588353,0.225396184093249,0.615311457915275
"chr10","135139570","135139716",3,-0.00936832482404103,0.0085253386957825,-1.09888007483803,0.271820378744404,0.650878753214695
"chr10","13513915","13514168",4,-0.00786520322814015,0.00465153188242645,-1.69088451438009,0.0908588614558492,0.47971712266346
"chr10","135171713","135171746",3,0.00916206498046643,0.0100060426446784,0.915653201352205,0.359848817958704,0.715140924919439
"chr10","135191624","135191639",3,-0.0121408218597411,0.0103344164762822,-1.17479510213321,0.240076700130733,0.622392801822758
"chr10","135246498","135246701",3,-0.00714260971144784,0.0156270876364907,-0.457065953528614,0.647623640894143,0.856219531379155
"chr10","135278717","135279010",4,0.0287072079934018,0.0191548001067966,1.4986952530617,0.133952708759599,0.533589019125071
"chr10","135333901","135334061",3,-0.00399787423039911,0.0117892026721181,-0.33911319888106,0.734524455682462,0.894299063513838
"chr10","135342218","135342560",3,-5.8165967175385e-05,0.0356575148904872,-0.0016312400725072,0.998698459308405,0.999532583734275
"chr10","135379213","135379242",3,0.00615666973153404,0.0154835165134315,0.397627355917068,0.690904892601445,0.877816359604586
"chr10","1517083","1517224",4,0.00865956779571856,0.0151862825785049,0.570223012179133,0.568526450003034,0.823718510886626
"chr10","1585223","1585345",3,0.0036133792716606,0.0126773486559334,0.285026417567953,0.775623902718802,0.914328090024021
"chr10","1595543","1595785",5,0.0211699265618066,0.0125710794374508,1.68401819964154,0.092178151530407,0.481274621931222
"chr10","21783344","21783539",3,-0.0226440203612153,0.00993543324543565,-2.27911755852398,0.0226600780268948,0.322435883033608
"chr10","21797661","21798015",3,-0.00202648822688571,0.008249007456633,-0.245664492066402,0.805941961169143,0.925508937567945
"chr10","21799047","21799314",3,0.000722129834640333,0.0105183186855799,0.0686544928164552,0.945264642157578,0.979983506871873
"chr10","22541995","22542145",3,0.00909880063642062,0.0131731556097472,0.690707747328829,0.4897492197129,0.780340157667729
"chr10","22624687","22625015",3,-0.00971805991764642,0.00710307593869801,-1.36814810956783,0.171265720249968,0.564994069590411
"chr10","22625274","22625665",3,0.000861166771177503,0.00757015569374044,0.113758132067162,0.909429528839339,0.963719363854377
"chr10","22634142","22634226",6,-0.00303039863909946,0.00724292281100815,-0.418394440776548,0.675658750451514,0.869794633745041
"chr10","22766081","22766320",3,-0.00177459594557644,0.00753888742871404,-0.235392285978085,0.813904272787619,0.928549417874354
"chr10","2357283","2357461",3,-0.0135450424972172,0.0218466787358236,-0.620004654300445,0.535254722700277,0.804444271413135
"chr10","26727173","26727318",5,-0.00777686469121684,0.00607244940214055,-1.28068003143435,0.200306076425401,0.598593357283482
"chr10","26855907","26856128",4,0.0313546349081059,0.0130797284683633,2.39719310564781,0.0165212142500735,0.301963950273793
"chr10","27541298","27541418",4,0.00177140437471203,0.0114550736531482,0.154639282849586,0.877105699251745,0.949292274499898
"chr10","27703247","27703377",6,-0.00605913761004487,0.0143108711221064,-0.423394044873001,0.672007789026123,0.86792745068654
"chr10","28034794","28034816",3,0.0106192233366075,0.0114524005053797,0.927248687436238,0.35379742932445,0.71171071415568
"chr10","2815004","2815429",5,0.0139749827694816,0.0111839083719405,1.24956162950545,0.211459727150669,0.608062769280469
"chr10","29214117","29214361",3,0.00525610759307146,0.0117774533083571,0.446285581055269,0.655390970386807,0.859794214838364
"chr10","29698368","29698470",6,-0.00539593147042941,0.0180577091867007,-0.298815946953196,0.765080482649428,0.909765124239427
"chr10","31607228","31607330",4,-0.0190866342332714,0.00652621863915191,-2.92460845837548,0.00344889870166321,0.23780136348412
"chr10","3180273","3180567",4,0.0121456957366503,0.00812902917371348,1.4941139313321,0.13514584331365,0.533589019125071
"chr10","3215066","3215076",3,0.0132621337314934,0.0182153803370153,0.728073391064121,0.466568661396507,0.7669535925913
"chr10","32398912","32399026",3,0.0025833845480803,0.00892583421829529,0.289427798556368,0.772254024679287,0.913189917508115
"chr10","37940493","37940673",3,0.00736591264290882,0.022104804229609,0.33322677579032,0.738963107850761,0.896735522614304
"chr10","38069720","38069945",3,-0.00333921300234768,0.0137752317839493,-0.242407028405756,0.808464788879659,0.926231790913184
"chr10","3823790","3824016",4,-0.00105893954651053,0.00837487212127173,-0.126442473529939,0.899381682912328,0.958832029926792
"chr10","38383201","38383250",4,-0.0051729679390079,0.00713056903836777,-0.725463551530527,0.468167697553871,0.767261767649427
"chr10","38645346","38645450",4,0.063423819047104,0.0323267120286356,1.96196318978936,0.0497667700139484,0.409936828328159
"chr10","38691787","38691801",4,0.0687323215414772,0.0334266266213723,2.0562147152932,0.0397618244978526,0.395629605226989
"chr10","422187","422393",3,-0.000163578384043505,0.0123602702466059,-0.0132342077300796,0.989440938205112,0.995875009017268
"chr10","42862978","42863173",3,-0.00259577701847726,0.0418596926004,-0.0620113731664733,0.950553774956623,0.981864245584417
"chr10","43818243","43818603",4,0.00270680935706321,0.00938503386294737,0.288417644154684,0.773027063223148,0.913362713918411
"chr10","43846281","43846574",4,-0.0184378524632964,0.0226015808512034,-0.81577711686104,0.414627623321225,0.740284855427256
"chr10","44223817","44224014",3,-0.00841974776080344,0.0166384354007354,-0.506042038089188,0.61282713887158,0.841128274673423
"chr10","44880708","44880819",3,-0.000985457925857233,0.0144154284241002,-0.0683613345968763,0.945498000317062,0.979983506871873
"chr10","44881551","44881934",3,-0.00746751082223373,0.00867042777828977,-0.861262098385955,0.389093705427821,0.727652633566372
"chr10","46971222","46971495",3,0.0141417248330825,0.0111635462576157,1.26677710708952,0.205235000029223,0.60300893896446
"chr10","47083342","47083632",7,0.00621866972266646,0.0156487387471737,0.397391113950932,0.691079067230204,0.877816359604586
"chr10","4868328","4868690",8,0.0280856565381286,0.0122963688228497,2.28406100554974,0.0223679458825343,0.322435883033608
"chr10","49674251","49674530",4,0.0201522214772038,0.00794973514969978,2.53495507683232,0.0112461747138612,0.273616741834445
"chr10","49812867","49813155",5,-0.0251705301928414,0.0120378327475454,-2.09095197787774,0.0365323689930381,0.383292043395786
"chr10","49813265","49813307",3,-0.0261997119280511,0.0121585202947847,-2.154843787964,0.0311740603888717,0.363103579577049
"chr10","50339928","50340173",4,-0.00239458934439659,0.0120615464245327,-0.198530873249063,0.84262973208998,0.936513483227477
"chr10","50604330","50604569",4,-0.00713028871600478,0.00786910507375668,-0.906111768641159,0.364876696853005,0.716597150722652
"chr10","50817096","50817306",4,-0.00654338688205769,0.00740739682632984,-0.883358490907224,0.377042610522355,0.722964391120457
"chr10","50970539","50970567",3,-0.0131401260905995,0.00654285775219229,-2.00831602768632,0.0446097197771171,0.403384009518775
"chr10","51371691","51371709",3,0.00654353634974619,0.00943828643202678,0.693297072182735,0.488123140052143,0.778831833377391
"chr10","51572303","51572570",6,0.0132406982905822,0.0122342978610457,1.08226057931292,0.279136757080206,0.654933820449098
"chr10","530714","531098",5,0.00550275947041897,0.0108208871975485,0.508531266425697,0.611080817784349,0.840193187352736
"chr10","54074040","54074250",4,-0.00628384946765123,0.00620984518620114,-1.01191725062881,0.31157762040459,0.678300973542675
"chr10","5488485","5488628",4,-0.0102529123505184,0.00896330063799957,-1.14387687801651,0.252674701352835,0.631800963527973
"chr10","58121060","58121068",3,-0.0106907584700903,0.00946594297625214,-1.12939180987155,0.258732586292638,0.634766625911292
"chr10","5882304","5882576",3,-0.0149143982868743,0.00926904138163874,-1.60905509780316,0.10760429440828,0.505182541502212
"chr10","60937031","60937048",3,0.00685393498859659,0.00606485653428986,1.13010669747015,0.258431267959602,0.634766625911292
"chr10","61469599","61469755",4,-0.00740704076393589,0.00405506914618916,-1.82661269066073,0.0677580239127957,0.453384600102326
"chr10","63422539","63422640",5,0.0250343462635193,0.00869228464090067,2.88006517247752,0.00397592973696392,0.23780136348412
"chr10","64565642","64565772",4,0.0165290519323698,0.0117197935690293,1.41035350452328,0.158435327160738,0.55663973965632
"chr10","64573184","64573476",3,-0.0016422984328505,0.0136219432077832,-0.120562713248734,0.904037403866617,0.961006297200237
"chr10","65733273","65733575",3,0.00438558214158321,0.0171052489048933,0.256388092682394,0.797651181320866,0.923139242730465
"chr10","65930618","65930786",3,0.0105957283854315,0.0107745893487087,0.983399741977301,0.325410737237954,0.691696386403502
"chr10","66813744","66814060",3,0.0120084131653341,0.0100504439965443,1.19481419621492,0.232159632543616,0.619085744095272
"chr10","669071","669285",3,0.0210971810322552,0.0121241873768749,1.74009031504205,0.081843160592028,0.466711554995655
"chr10","679171","679514",5,0.00749003982793745,0.00958395222374436,0.781518902961638,0.434497363348429,0.746526362773822
"chr10","69835215","69835232",3,-0.00584426954752873,0.013359505261231,-0.437461525202484,0.661776673031524,0.863309729192057
"chr10","70586994","70587131",3,-0.00511505848819133,0.00525073994220058,-0.974159555509734,0.329977322706926,0.695497226489567
"chr10","711897","712394",6,0.00233245961930595,0.00811645534961934,0.287374169983618,0.773825836824482,0.913362713918411
"chr10","71338423","71338674",3,-0.00668135102614083,0.00714880683180018,-0.934610653685597,0.349988986603561,0.708669752675753
"chr10","71892093","71892362",3,-0.0273599810256581,0.0124373266029319,-2.19982813824384,0.0278190907840259,0.350612368910459
"chr10","71892593","71892768",6,-0.0342129657552108,0.0140691729164637,-2.43176809030294,0.0150253242600979,0.293575005592383
"chr10","72043538","72043804",3,0.00192882126453432,0.00894456330309121,0.215641747861265,0.829267011225053,0.933446964116542
"chr10","72200789","72201008",3,-0.00275798971122045,0.0100145948542882,-0.275397033165001,0.783011223188243,0.917058056428091
"chr10","73136972","73137135",3,-0.0142824745110577,0.0184168484385487,-0.775511323705239,0.438037576882182,0.748473568322611
"chr10","73533414","73533483",5,-0.0129149110008505,0.00546360222513501,-2.3638087965914,0.0180881452865365,0.307213280881978
"chr10","73565625","73565812",3,-0.00300450302567692,0.00909771165091401,-0.330248214162192,0.74121241884482,0.897219041512352
"chr10","73847257","73847318",3,-0.00847172409320542,0.00703687729004083,-1.20390391135501,0.228626719848439,0.618926528752163
"chr10","74034644","74034667",3,0.0213591008397137,0.0125091010955395,1.70748486854343,0.0877319678962121,0.47716526434794
"chr10","75407414","75407634",3,-0.0193119432183613,0.0081606882489317,-2.36646011087232,0.0179591094392302,0.307213280881978
"chr10","75599274","75599410",3,0.0295890964016041,0.00962850806277205,3.07307177900264,0.0021186751982849,0.225316501521951
"chr10","75634595","75634696",3,-0.0140411150470686,0.00717505257822789,-1.95693549196772,0.050355053085944,0.409936828328159
"chr10","77155376","77155697",4,-0.0133543760197292,0.00786243017043134,-1.69850488083846,0.0894125122709613,0.478882341702925
"chr10","77164987","77165293",4,0.00316450513781062,0.0109850865681621,0.288072844776869,0.773290978654658,0.913362713918411
"chr10","77165618","77165905",4,0.00701283313826782,0.00897717108830873,0.781185194008485,0.434693580575923,0.746526362773822
"chr10","77872084","77872288",3,-0.0124927274082912,0.00779226525612927,-1.60322152771489,0.108885754244854,0.5075626245881
"chr10","7830119","7830180",4,0.000224992545491638,0.008097809540621,0.02778437111456,0.977834131195107,0.990618833109807
"chr10","79470966","79471309",3,-0.0226114574566112,0.00738875443169412,-3.06025293784554,0.00221150135972392,0.230184354292967
"chr10","79789323","79789430",3,-0.00535958461712225,0.00818439114962804,-0.654854407510305,0.512561496907643,0.793160011779883
"chr10","79793501","79793653",3,0.00409434194815507,0.00795545703388756,0.514658294390197,0.606791821750673,0.839283478052878
"chr10","8078127","8078325",4,-0.0027451413542937,0.00574206568119729,-0.47807557536007,0.632596415505933,0.849481653762016
"chr10","8093239","8093416",3,-0.0136875821242729,0.00943320869738484,-1.45099960823167,0.146779969300113,0.549594137028883
"chr10","8095363","8095500",6,-0.00341530450892916,0.00978085939925401,-0.349182456215417,0.726952336196283,0.889435807115867
"chr10","8095825","8095996",5,-0.00875774327596276,0.0069152868273738,-1.26643239746697,0.205358318134667,0.60300893896446
"chr10","8096088","8096220",5,-0.0115110399799674,0.00773028840319622,-1.48908286205829,0.136465550114627,0.535574232845669
"chr10","8096602","8096991",7,-0.00480559000910453,0.00800298006955935,-0.600475068953799,0.548189671304194,0.812116850403656
"chr10","81145959","81146193",4,0.0119450576727075,0.008444029965385,1.41461573699696,0.157181192180045,0.555875163643172
"chr10","81743128","81743546",4,-0.00998733560175676,0.00821905256014402,-1.21514438904887,0.224311026078573,0.614681003231161
"chr10","85997177","85997426",3,0.00962003139351451,0.0113085970205829,0.850683013640415,0.394945461545215,0.727652633566372
"chr10","88022641","88023243",7,-0.00492432383032931,0.00733894212167253,-0.670985511084405,0.502229759691049,0.785838425229722
"chr10","88136645","88136949",3,0.00344642400761589,0.00606972849513268,0.567805299755924,0.570167180784852,0.824730573833606
"chr10","88149324","88149632",3,0.0100591156943499,0.00941645875023503,1.068248262023,0.285408539800295,0.657972939068353
"chr10","88295210","88295591",4,-0.00280527373485249,0.00717801034223959,-0.390814947471533,0.695934025466712,0.879036729301099
"chr10","88296171","88296605",4,-0.0111765680920309,0.00626144259971634,-1.78498291951717,0.0742640874368254,0.460858255890407
"chr10","88471748","88471856",3,-0.0384747429706167,0.0157335280261747,-2.44539831794936,0.0144692242549278,0.293387376598819
"chr10","88728073","88728361",6,-0.0164175727055189,0.00811586472696152,-2.02289876160435,0.0430835862658021,0.401189278020149
"chr10","89622060","89622084",3,-0.0161777744600643,0.00867118920565612,-1.86569270677564,0.062084370641287,0.437524202030477
"chr10","90343166","90343192",3,-0.00248004583103087,0.00736944534283443,-0.336530867067533,0.736470578963344,0.895350598260354
"chr10","91597207","91597593",4,-0.0449454132647186,0.0234274494117695,-1.91849366419457,0.0550484447267494,0.42496703557967
"chr10","93392836","93393086",7,-0.00605498982833414,0.00754796670695845,-0.802201448868615,0.422436438418074,0.743073634819805
"chr10","94451351","94451736",4,0.00271038957294727,0.00826935516168544,0.327763110901968,0.743090781120055,0.897473916534213
"chr10","94455543","94455895",4,0.00521056327845742,0.00514717087752084,1.01231596977156,0.311387001552153,0.678300973542675
"chr10","95030","95289",4,0.000443718015855319,0.0155664423604305,0.0285047800635062,0.97725955564034,0.990618833109807
"chr10","94820892","94821085",7,-0.00548164391708025,0.0157277185751711,-0.348533952389888,0.727439220006252,0.889435807115867
"chr10","94825547","94825848",4,-0.012864209261184,0.0125337500695837,-1.02636554820111,0.304719310923571,0.675012244892067
"chr10","97802966","97803045",3,-0.00499406568417343,0.00636339411712901,-0.784811626036234,0.432564022605143,0.746526362773822
"chr10","98144406","98144452",3,0.0219711994065623,0.0141717239452785,1.55035474098988,0.121056395186423,0.525426092185866
"chr10","99080594","99081016",4,0.0171476515092951,0.0188421305294407,0.910069669802044,0.362785768760927,0.716490908671157
"chr10","99330056","99330203",4,0.0193476190864363,0.00881341340047755,2.19524697268688,0.0281458864415807,0.350612368910459
"chr10","99338056","99338240",4,-0.0362877694711919,0.019364989292671,-1.87388533619927,0.0609462310010704,0.435890295405317
"chr10","99473085","99473224",3,-0.00551926656645629,0.0118964649588974,-0.463941732735353,0.642689492089084,0.85250460827001
"chr1","1003376","1003529",3,-0.0075404724977739,0.0213344320692652,-0.353441444951182,0.723757519584552,0.88887827282162
"chr1","100435430","100435460",3,-0.0101316142751226,0.00611475231438036,-1.65691327370622,0.0975370103428563,0.490107605613445
"chr1","101360652","101360669",3,0.0042286457360067,0.0118326685990217,0.357370419074892,0.720814518753232,0.887770550287213
"chr1","1023163","1023319",4,0.020530387639707,0.0101253254294564,2.02762743605064,0.0425982866689461,0.401189278020149
"chr1","106623429","106623838",5,-0.00249019862887275,0.0103934402528189,-0.239593298109098,0.810645560804276,0.926927750147067
"chr1","10699831","10699975",3,0.0079130885857256,0.0155972058553599,0.507340138939456,0.611916179538415,0.840898255062388
"chr1","108023249","108023441",4,-0.042246624762056,0.0182428556862249,-2.31579010921828,0.0205697315370947,0.31379051772815
"chr1","108735228","108735334",3,0.0158627832952861,0.0432568134358694,0.366711785619706,0.713834014472421,0.885639360588152
"chr1","10895950","10896004",3,-0.00946351426802969,0.0083725572320701,-1.13030153222253,0.25834918916031,0.634766625911292
"chr1","109204168","109204325",5,-0.00767393214994089,0.00657015074495622,-1.16799940333668,0.242807005565393,0.624943363665821
"chr1","109801055","109801427",3,0.0164745959413482,0.0133939630639735,1.23000159569358,0.218696507311263,0.611324560527644
